0.018 27.702
0.054 27.3573
0.09 27.572
0.126 27.5387
0.162 27.5853
0.198 27.5947
0.234 27.5867
0.27 27.5947
0.306 27.576
0.342 27.5793
0.378 27.606
0.414 27.6007
0.45 27.6087
0.486 27.6033
0.522 27.594
0.558 27.5847
0.594 27.602
0.63 27.602
0.666 27.5973
0.702 27.5887
0.738 27.596
0.774 27.594
0.81 27.6
0.846 27.5927
0.882 27.602
0.918 27.5947
0.954 27.592
0.99 27.596
1.026 27.5887
1.062 27.588
1.098 27.5807
1.134 27.5793
1.17 27.576
1.206 27.5747
1.242 27.5753
1.278 27.572
1.314 27.5793
1.35 27.5733
1.386 27.58
1.422 27.5807
1.458 27.598
1.494 27.6
1.53 27.6027
1.566 27.6033
1.602 27.604
1.638 27.6
1.674 27.6
1.71 27.59
1.746 27.5753
1.782 27.5553
1.818 27.5247
1.854 27.4827
1.89 27.4227
1.926 27.3433
1.962 27.234
1.998 27.09
2.034 26.8853
2.07 26.6147
2.106 26.252
2.142 25.7833
2.178 25.1833
2.214 24.4387
2.25 23.5227
2.286 22.4193
2.322 21.1333
2.358 19.67
2.394 18.0533
2.43 16.322
2.466 14.522
2.502 12.716
2.538 10.962
2.574 9.30547
2.61 7.793
2.646 6.45
2.682 5.2888
2.718 4.30447
2.754 3.48827
2.79 2.8198
2.826 2.27873
2.862 1.84427
2.898 1.49813
2.934 1.2226
2.97 1.00245
3.006 0.827227
3.042 0.686753
3.078 0.574147
3.114 0.482327
3.15 0.407987
3.186 0.347047
3.222 0.296807
3.258 0.255367
3.294 0.220453
3.33 0.191167
3.366 0.16662
3.402 0.14578
3.438 0.12794
3.474 0.112767
3.51 0.09961
3.546 0.088394
3.582 0.0785007
3.618 0.0700267
3.654 0.062662
3.69 0.0562067
3.726 0.050544
3.762 0.0454507
3.798 0.041116
3.834 0.0372307
3.87 0.0337313
3.906 0.0306313
3.942 0.02792
3.978 0.0254847
4.014 0.0233593
4.05 0.0214187
4.086 0.019642
4.122 0.017984
4.158 0.0165453
4.194 0.0152853
4.23 0.0141193
4.266 0.013038
4.302 0.012018
4.338 0.0112113
4.374 0.0103668
4.41 0.00960227
4.446 0.0089538
4.482 0.00832993
4.518 0.00777107
4.554 0.00727853
4.59 0.00679033
4.626 0.006365
4.662 0.00597253
4.698 0.00558787
4.734 0.00522807
4.77 0.00491807
4.806 0.00462773
4.842 0.00436573
4.878 0.00411373
4.914 0.00389087
4.95 0.0036742
4.986 0.0034828
5.022 0.0032962
5.058 0.00311853
5.094 0.00296067
5.13 0.00279187
5.166 0.00265727
5.202 0.00251227
5.238 0.00236913
5.274 0.0022466
5.31 0.00214447
5.346 0.00204687
5.382 0.0019618
5.418 0.00186267
5.454 0.00176367
5.49 0.00168493
5.526 0.00161773
5.562 0.0015456
5.598 0.00147747
5.634 0.00141267
5.67 0.00135
5.706 0.00129887
5.742 0.0012442
5.778 0.00119793
5.814 0.00115483
5.85 0.00110137
5.886 0.00105989
5.922 0.00101894
5.958 0.00097362
5.994 0.000932053
6.03 0.000899993
6.066 0.0008686
6.102 0.00083186
6.138 0.000801733
6.174 0.000771847
6.21 0.000752287
6.246 0.00072548
6.282 0.00070246
6.318 0.000673367
6.354 0.00065248
6.39 0.00062622
6.426 0.000603453
6.462 0.000585873
6.498 0.000569987
6.534 0.000548147
6.57 0.000533367
6.606 0.0005174
6.642 0.000496973
6.678 0.000478047
6.714 0.000464427
6.75 0.000453033
6.786 0.00044094
6.822 0.000429833
6.858 0.000418193
6.894 0.000407947
6.93 0.00039342
6.966 0.00038102
7.002 0.000372553
7.038 0.0003627
7.074 0.000353493
7.11 0.000341147
7.146 0.00033562
7.182 0.000327753
