0.018 26.622
0.054 27.6827
0.09 27.9027
0.126 28.082
0.162 27.9807
0.198 27.698
0.234 27.7747
0.27 27.854
0.306 27.852
0.342 27.8813
0.378 27.724
0.414 27.6307
0.45 27.5967
0.486 27.6553
0.522 27.6447
0.558 27.614
0.594 27.5553
0.63 27.5567
0.666 27.5413
0.702 27.562
0.738 27.5567
0.774 27.5633
0.81 27.516
0.846 27.5487
0.882 27.554
0.918 27.5887
0.954 27.5687
0.99 27.5507
1.026 27.5813
1.062 27.598
1.098 27.618
1.134 27.588
1.17 27.5867
1.206 27.6147
1.242 27.63
1.278 27.5927
1.314 27.584
1.35 27.5753
1.386 27.5793
1.422 27.576
1.458 27.5747
1.494 27.548
1.53 27.548
1.566 27.5473
1.602 27.556
1.638 27.5333
1.674 27.542
1.71 27.5547
1.746 27.5553
1.782 27.5507
1.818 27.556
1.854 27.564
1.89 27.5833
1.926 27.5973
1.962 27.5813
1.998 27.5747
2.034 27.6027
2.07 27.6027
2.106 27.604
2.142 27.5993
2.178 27.606
2.214 27.59
2.25 27.5773
2.286 27.602
2.322 27.6053
2.358 27.5933
2.394 27.5907
2.43 27.594
2.466 27.6013
2.502 27.6033
2.538 27.618
2.574 27.6067
2.61 27.6047
2.646 27.606
2.682 27.6107
2.718 27.6187
2.754 27.6053
2.79 27.59
2.826 27.586
2.862 27.5867
2.898 27.594
2.934 27.592
2.97 27.584
3.006 27.58
3.042 27.5753
3.078 27.558
3.114 27.5713
3.15 27.562
3.186 27.5653
3.222 27.554
3.258 27.558
3.294 27.5493
3.33 27.5593
3.366 27.5633
3.402 27.558
3.438 27.5573
3.474 27.5613
3.51 27.562
3.546 27.56
3.582 27.562
3.618 27.5507
3.654 27.532
3.69 27.508
3.726 27.4633
3.762 27.4
3.798 27.3067
3.834 27.186
3.87 27.0327
3.906 26.7993
3.942 26.502
3.978 26.1013
4.014 25.5933
4.05 24.9493
4.086 24.136
4.122 23.168
4.158 22.0267
4.194 20.7153
4.23 19.2287
4.266 17.636
4.302 15.9493
4.338 14.2173
4.374 12.508
4.41 10.8627
4.446 9.32213
4.482 7.92313
4.518 6.67567
4.554 5.59467
4.59 4.67213
4.626 3.89667
4.662 3.25173
4.698 2.7224
4.734 2.2872
4.77 1.93127
4.806 1.63947
4.842 1.39947
4.878 1.2032
4.914 1.04047
4.95 0.906127
4.986 0.793373
5.022 0.698193
5.058 0.618933
5.094 0.550173
5.13 0.4925
5.166 0.4419
5.202 0.39774
5.238 0.35984
5.274 0.327
5.31 0.296607
5.346 0.27118
5.382 0.24826
5.418 0.227453
5.454 0.20874
5.49 0.192073
5.526 0.17762
5.562 0.164033
5.598 0.151873
5.634 0.141313
5.67 0.13172
5.706 0.12274
5.742 0.114833
5.778 0.106787
5.814 0.100495
5.85 0.094026
5.886 0.0880113
5.922 0.08293
5.958 0.0779853
5.994 0.073166
6.03 0.0691287
6.066 0.064978
6.102 0.0615113
6.138 0.0579793
6.174 0.0546347
6.21 0.0520013
6.246 0.0493527
6.282 0.0470007
6.318 0.0443333
6.354 0.0423873
6.39 0.0402333
6.426 0.0384293
6.462 0.0364207
6.498 0.034938
6.534 0.0330853
6.57 0.03156
6.606 0.0302387
6.642 0.0289287
6.678 0.027694
6.714 0.02666
6.75 0.0254627
6.786 0.024386
6.822 0.023316
6.858 0.0224473
6.894 0.0216013
6.93 0.0206447
6.966 0.0198393
7.002 0.0189793
7.038 0.01829
7.074 0.0174827
7.11 0.0168827
7.146 0.0162347
7.182 0.0156573
