0.018 27.528
0.054 27.57
0.09 27.474
0.126 27.2747
0.162 27.3153
0.198 27.404
0.234 27.3827
0.27 27.4773
0.306 27.48
0.342 27.4693
0.378 27.4773
0.414 27.5247
0.45 27.516
0.486 27.5867
0.522 27.638
0.558 27.6767
0.594 27.6047
0.63 27.6107
0.666 27.6313
0.702 27.6453
0.738 27.616
0.774 27.6227
0.81 27.592
0.846 27.5813
0.882 27.5787
0.918 27.568
0.954 27.5867
0.99 27.566
1.026 27.5667
1.062 27.5787
1.098 27.596
1.134 27.566
1.17 27.584
1.206 27.5913
1.242 27.5973
1.278 27.598
1.314 27.6093
1.35 27.604
1.386 27.604
1.422 27.6107
1.458 27.606
1.494 27.618
1.53 27.6193
1.566 27.606
1.602 27.5967
1.638 27.6013
1.674 27.5873
1.71 27.586
1.746 27.602
1.782 27.5893
1.818 27.5747
1.854 27.578
1.89 27.57
1.926 27.5747
1.962 27.566
1.998 27.5687
2.034 27.5693
2.07 27.556
2.106 27.5653
2.142 27.5607
2.178 27.5733
2.214 27.5727
2.25 27.5787
2.286 27.576
2.322 27.578
2.358 27.5847
2.394 27.5753
2.43 27.574
2.466 27.574
2.502 27.5633
2.538 27.5693
2.574 27.572
2.61 27.558
2.646 27.5487
2.682 27.5313
2.718 27.5127
2.754 27.4853
2.79 27.4507
2.826 27.396
2.862 27.32
2.898 27.2093
2.934 27.0607
2.97 26.8687
3.006 26.602
3.042 26.244
3.078 25.7733
3.114 25.184
3.15 24.4493
3.186 23.5427
3.222 22.4693
3.258 21.2173
3.294 19.798
3.33 18.2367
3.366 16.564
3.402 14.8373
3.438 13.0987
3.474 11.404
3.51 9.79813
3.546 8.32827
3.582 7.00387
3.618 5.85
3.654 4.86187
3.69 4.02767
3.726 3.33313
3.762 2.75967
3.798 2.2934
3.834 1.91353
3.87 1.60307
3.906 1.35253
3.942 1.1466
3.978 0.9789
4.014 0.8415
4.05 0.72676
4.086 0.63094
4.122 0.550773
4.158 0.48272
4.194 0.425933
4.23 0.376613
4.266 0.335167
4.302 0.299353
4.338 0.26876
4.374 0.241087
4.41 0.21692
4.446 0.196233
4.482 0.17768
4.518 0.161453
4.554 0.14722
4.59 0.134647
4.626 0.12312
4.662 0.11276
4.698 0.103517
4.734 0.0950773
4.77 0.0875647
4.806 0.0808307
4.842 0.0747533
4.878 0.0693107
4.914 0.0642867
4.95 0.0595007
4.986 0.0553787
5.022 0.0517287
5.058 0.0482767
5.094 0.04518
5.13 0.042178
5.166 0.039648
5.202 0.0372493
5.238 0.0350173
5.274 0.0329427
5.31 0.0308533
5.346 0.0290793
5.382 0.0274147
5.418 0.0259607
5.454 0.0243527
5.49 0.0230213
5.526 0.021712
5.562 0.0205227
5.598 0.0194633
5.634 0.018508
5.67 0.017488
5.706 0.016584
5.742 0.0157507
5.778 0.01493
5.814 0.0142573
5.85 0.0136307
5.886 0.0129333
5.922 0.0122787
5.958 0.0117287
5.994 0.011164
6.03 0.0106499
6.066 0.0101344
6.102 0.00970233
6.138 0.00926633
6.174 0.0088536
6.21 0.00852927
6.246 0.008159
6.282 0.00783267
6.318 0.00750567
6.354 0.00720633
6.39 0.0068672
6.426 0.00665613
6.462 0.00641413
6.498 0.0061364
6.534 0.0058994
6.57 0.00569147
6.606 0.00552433
6.642 0.00535353
6.678 0.00510487
6.714 0.00492953
6.75 0.0047604
6.786 0.0046296
6.822 0.00444867
6.858 0.0043018
6.894 0.0041326
6.93 0.00402953
6.966 0.00391047
7.002 0.00374393
7.038 0.00360147
7.074 0.00352073
7.11 0.00339727
7.146 0.00330893
7.182 0.00318707
